datetime,pm25_current,temperature,humidity,precipitation,pm25_next
2024-08-31 23:00:00,32.1,28.09,75.37,0.0,39.2
2024-09-01 00:00:00,39.2,28.09,75.37,0.0,23.8
2024-09-01 01:00:00,23.8,27.71,76.67,0.0,20.8
2024-09-01 02:00:00,20.8,27.27,79.2,0.0,20.0
2024-09-01 03:00:00,20.0,26.74,81.7,0.0,18.9
2024-09-01 04:00:00,18.9,26.3,84.17,0.0,20.0
2024-09-01 06:00:00,20.0,27.07,83.87,0.0,20.8
2024-09-01 07:00:00,20.8,28.45,77.59,0.0,20.7
2024-09-01 08:00:00,20.7,30.91,67.48,0.08,20.9
2024-09-01 09:00:00,20.9,32.15,63.65,0.05,21.0
2024-09-01 10:00:00,21.0,33.1,61.47,0.05,21.4
2024-09-01 11:00:00,21.4,33.83,59.76,0.07,22.2
2024-09-01 12:00:00,22.2,34.3,58.51,0.06,22.7
2024-09-01 13:00:00,22.7,34.45,57.98,0.05,25.2
2024-09-01 14:00:00,25.2,34.36,58.21,0.06,25.3
2024-09-01 15:00:00,25.3,34.01,59.84,0.06,21.6
2024-09-01 16:00:00,21.6,33.72,61.92,0.04,20.3
2024-09-01 18:00:00,20.3,31.0,77.72,0.02,18.2
2024-09-01 19:00:00,18.2,30.57,77.19,0.01,15.8
2024-09-01 20:00:00,15.8,29.62,82.41,0.01,15.3
2024-09-01 21:00:00,15.3,28.69,86.61,0.01,15.8
2024-09-01 22:00:00,15.8,28.09,88.29,0.02,17.1
2024-09-01 23:00:00,17.1,27.63,89.29,0.07,19.2
2024-09-02 00:00:00,19.2,27.22,90.31,0.18,19.3
2024-09-02 01:00:00,19.3,26.82,91.44,0.26,19.7
2024-09-02 02:00:00,19.7,26.37,93.04,0.24,18.5
2024-09-02 03:00:00,18.5,26.0,94.87,0.24,18.4
2024-09-02 04:00:00,18.4,25.79,96.24,0.27,17.7
2024-09-02 05:00:00,17.7,25.8,96.72,0.4,19.1
2024-09-02 07:00:00,19.1,27.5,91.65,0.73,18.5
2024-09-02 08:00:00,18.5,27.94,89.43,20.13,17.0
2024-09-02 09:00:00,17.0,28.13,88.17,20.94,17.2
2024-09-02 13:00:00,17.2,28.61,80.3,9.66,18.6
2024-09-02 14:00:00,18.6,28.48,80.06,6.17,20.0
2024-09-02 15:00:00,20.0,28.25,80.98,4.33,20.0
2024-09-02 16:00:00,20.0,27.85,83.37,3.21,21.3
2024-09-02 18:00:00,21.3,26.33,93.38,1.48,24.8
2024-09-02 19:00:00,24.8,26.04,94.18,0.77,18.9
2024-09-02 21:00:00,18.9,25.63,93.62,0.34,17.3
2024-09-02 22:00:00,17.3,25.43,93.35,0.22,18.6
2024-09-02 23:00:00,18.6,25.33,93.13,0.14,19.0
2024-09-03 00:00:00,19.0,25.28,93.01,0.12,19.7
2024-09-03 01:00:00,19.7,25.25,93.1,0.16,19.5
2024-09-03 02:00:00,19.5,25.13,93.95,0.34,16.8
2024-09-03 06:00:00,16.8,25.73,94.24,0.71,15.4
2024-09-03 07:00:00,15.4,27.14,89.9,2.2,14.4
2024-09-03 08:00:00,14.4,29.25,80.58,8.73,14.3
2024-09-03 09:00:00,14.3,30.62,74.48,10.64,14.1
2024-09-03 10:00:00,14.1,31.68,70.51,11.49,14.5
2024-09-03 11:00:00,14.5,32.33,67.63,11.24,15.7
2024-09-03 13:00:00,15.7,33.05,64.24,11.63,20.9
2024-09-03 15:00:00,20.9,32.6,65.37,11.94,23.9
2024-09-03 16:00:00,23.9,32.11,68.19,7.06,18.9
2024-09-03 17:00:00,18.9,30.99,73.02,4.67,12.5
2024-09-03 18:00:00,12.5,29.56,83.04,4.03,7.38
2024-09-03 19:00:00,7.38,29.0,83.35,3.7,9.88
2024-09-03 20:00:00,9.88,28.46,85.22,3.48,10.2
2024-09-03 21:00:00,10.2,27.94,87.33,4.2,11.6
2024-09-03 22:00:00,11.6,27.52,89.2,3.79,12.1
2024-09-03 23:00:00,12.1,27.13,90.65,4.07,13.9
2024-09-04 00:00:00,13.9,26.79,91.48,3.29,16.4
2024-09-04 01:00:00,16.4,26.46,92.41,2.85,16.9
2024-09-04 02:00:00,16.9,26.13,93.62,6.37,20.2
2024-09-04 04:00:00,20.2,25.53,96.07,14.12,21.3
2024-09-04 05:00:00,21.3,25.38,96.9,16.61,14.9
2024-09-04 11:00:00,14.9,30.77,72.14,18.95,14.3
2024-09-04 12:00:00,14.3,31.18,70.01,21.88,18.1
2024-09-04 13:00:00,18.1,31.35,69.35,18.94,22.7
2024-09-04 14:00:00,22.7,31.22,70.36,14.33,35.1
2024-09-04 15:00:00,35.1,30.87,73.04,10.62,36.0
2024-09-04 16:00:00,36.0,30.49,75.18,8.62,30.3
2024-09-04 20:00:00,30.3,28.5,81.48,2.13,21.5
2024-09-04 23:00:00,21.5,26.29,91.59,1.51,26.5
2024-09-05 00:00:00,26.5,25.79,93.26,1.93,38.1
2024-09-05 01:00:00,38.1,25.39,94.62,1.51,28.2
2024-09-05 03:00:00,28.2,24.97,95.16,3.34,22.7
2024-09-05 04:00:00,22.7,24.85,95.81,2.35,19.3
2024-09-05 05:00:00,19.3,24.77,95.87,0.82,17.6
2024-09-05 06:00:00,17.6,25.49,93.48,0.46,17.8
2024-09-05 08:00:00,17.8,29.08,77.71,0.53,17.1
2024-09-05 09:00:00,17.1,30.61,71.9,0.99,16.7
2024-09-05 10:00:00,16.7,31.74,67.48,2.57,20.6
2024-09-05 13:00:00,20.6,32.92,60.67,1.26,21.1
2024-09-05 14:00:00,21.1,32.43,61.36,0.92,20.2
2024-09-05 15:00:00,20.2,31.9,63.68,1.25,20.7
2024-09-05 16:00:00,20.7,31.26,68.55,3.93,23.1
2024-09-05 17:00:00,23.1,29.94,74.01,1.01,29.9
2024-09-05 18:00:00,29.9,28.22,87.36,3.38,30.1
2024-09-05 19:00:00,30.1,27.53,89.79,2.93,31.3
2024-09-05 20:00:00,31.3,27.02,91.62,9.95,34.8
2024-09-05 21:00:00,34.8,26.59,92.94,15.94,13.7
2024-09-05 23:00:00,13.7,25.95,94.96,43.01,15.5
2024-09-06 00:00:00,15.5,25.71,95.71,55.78,11.7
2024-09-06 02:00:00,11.7,25.42,96.08,51.5,15.8
2024-09-06 16:00:00,15.8,28.57,81.72,9.09,15.1
2024-09-06 17:00:00,15.1,27.59,86.82,5.4,15.1
2024-09-06 18:00:00,15.1,26.6,93.41,4.69,16.3
2024-09-06 19:00:00,16.3,26.23,94.85,4.15,18.1
2024-09-06 20:00:00,18.1,25.96,95.79,3.76,18.3
2024-09-06 21:00:00,18.3,25.77,96.63,6.91,18.6
2024-09-06 23:00:00,18.6,25.67,97.27,12.36,16.1
2024-09-07 01:00:00,16.1,25.55,97.4,15.4,19.3
2024-09-07 02:00:00,19.3,25.45,97.44,16.2,17.7
2024-09-07 05:00:00,17.7,25.14,97.44,11.54,14.6
2024-09-07 06:00:00,14.6,25.66,95.52,6.51,13.3
2024-09-07 07:00:00,13.3,26.45,92.64,5.02,14.6
2024-09-07 08:00:00,14.6,27.32,89.05,3.78,13.3
2024-09-07 09:00:00,13.3,28.17,85.16,6.47,12.6
2024-09-07 11:00:00,12.6,29.49,79.03,17.65,14.9
2024-09-07 12:00:00,14.9,29.65,77.55,20.56,17.8
2024-09-07 13:00:00,17.8,29.63,77.0,16.98,18.6
2024-09-07 15:00:00,18.6,29.19,78.72,5.97,20.0
2024-09-07 16:00:00,20.0,28.74,82.65,3.34,30.1
2024-09-07 18:00:00,30.1,27.45,89.23,0.87,29.4
2024-09-07 19:00:00,29.4,27.29,88.19,0.55,30.5
2024-09-07 22:00:00,30.5,26.72,89.54,0.91,17.8
2024-09-08 05:00:00,17.8,24.94,97.19,0.64,17.6
2024-09-08 06:00:00,17.6,25.89,94.38,0.56,17.7
2024-09-08 07:00:00,17.7,27.05,90.82,1.21,14.6
2024-09-08 09:00:00,14.6,30.23,76.61,3.07,18.1
2024-09-08 10:00:00,18.1,30.96,73.35,3.13,24.1
2024-09-08 11:00:00,24.1,31.52,70.84,2.58,25.1
2024-09-08 12:00:00,25.1,31.94,68.76,2.67,27.4
2024-09-08 13:00:00,27.4,32.19,66.98,2.12,35.4
2024-09-08 14:00:00,35.4,32.24,65.95,1.22,36.2
2024-09-08 15:00:00,36.2,31.99,66.22,0.86,32.0
2024-09-08 16:00:00,32.0,31.46,68.52,0.61,41.0
2024-09-08 17:00:00,41.0,30.57,72.12,0.23,43.2
2024-09-08 18:00:00,43.2,29.58,79.22,0.12,47.9
2024-09-08 19:00:00,47.9,29.11,78.77,0.04,40.2
2024-09-08 20:00:00,40.2,28.52,80.63,0.04,41.8
2024-09-08 21:00:00,41.8,27.92,84.52,0.09,39.4
2024-09-08 22:00:00,39.4,27.31,88.51,0.12,39.4
2024-09-08 23:00:00,39.4,26.92,90.96,0.35,42.0
2024-09-09 00:00:00,42.0,26.66,92.26,0.5,28.5
2024-09-09 03:00:00,28.5,25.9,95.14,1.24,22.0
2024-09-09 04:00:00,22.0,25.67,95.76,1.73,19.8
2024-09-09 08:00:00,19.8,28.51,83.37,25.72,18.4
2024-09-09 10:00:00,18.4,30.68,74.77,18.43,19.3
2024-09-09 12:00:00,19.3,31.81,68.83,21.02,20.2
2024-09-09 13:00:00,20.2,32.01,67.26,13.56,19.5
2024-09-09 14:00:00,19.5,31.94,66.51,10.55,20.8
2024-09-09 15:00:00,20.8,31.76,66.86,10.18,19.9
2024-09-09 16:00:00,19.9,30.94,72.33,6.25,20.5
2024-09-09 17:00:00,20.5,30.38,72.2,4.67,28.4
2024-09-09 21:00:00,28.4,27.68,87.19,3.11,27.7
2024-09-09 22:00:00,27.7,27.13,89.66,4.35,28.8
2024-09-09 23:00:00,28.8,26.71,91.36,5.64,29.0
2024-09-10 00:00:00,29.0,26.41,92.62,7.6,29.9
2024-09-10 01:00:00,29.9,26.18,93.42,8.36,29.3
2024-09-10 02:00:00,29.3,26.04,93.44,8.23,19.2
2024-09-10 05:00:00,19.2,25.46,94.34,8.44,19.0
2024-09-10 06:00:00,19.0,26.51,91.8,10.91,17.2
2024-09-10 08:00:00,17.2,29.83,77.87,9.47,16.6
2024-09-10 09:00:00,16.6,31.3,71.84,9.46,16.1
2024-09-10 12:00:00,16.1,33.32,64.92,12.49,17.0
2024-09-10 13:00:00,17.0,33.49,63.83,17.24,9.79
2024-09-10 14:00:00,9.79,33.37,63.71,16.33,11.3
2024-09-10 15:00:00,11.3,32.96,64.74,14.53,11.7
2024-09-10 16:00:00,11.7,32.43,66.73,8.47,11.7
2024-09-10 17:00:00,11.7,31.26,70.85,6.58,14.7
2024-09-10 18:00:00,14.7,29.91,82.53,6.06,16.0
2024-09-10 20:00:00,16.0,29.18,82.31,5.87,16.4
2024-09-10 22:00:00,16.4,28.8,78.16,5.56,17.3
2024-09-10 23:00:00,17.3,28.41,78.14,4.11,26.7
2024-09-11 00:00:00,26.7,27.71,82.18,5.17,27.0
2024-09-11 01:00:00,27.0,26.95,87.19,3.93,9.04
2024-09-11 05:00:00,9.04,25.5,93.06,1.57,11.7
2024-09-11 10:00:00,11.7,33.06,62.8,3.92,13.7
2024-09-11 11:00:00,13.7,33.41,62.23,5.33,14.7
2024-09-11 12:00:00,14.7,33.37,62.77,8.31,13.8
2024-09-11 13:00:00,13.8,32.8,65.03,19.55,18.8
2024-09-11 15:00:00,18.8,30.97,75.59,46.22,18.7
2024-09-11 16:00:00,18.7,29.89,81.35,52.22,26.8
2024-09-11 18:00:00,26.8,27.76,92.0,30.39,30.6
2024-09-11 19:00:00,30.6,27.42,94.64,25.79,24.7
2024-09-11 20:00:00,24.7,27.49,93.59,28.86,21.6
2024-09-11 21:00:00,21.6,27.3,95.67,29.45,19.1
2024-09-11 22:00:00,19.1,27.15,96.09,23.1,14.8
2024-09-11 23:00:00,14.8,27.04,96.1,18.07,13.5
2024-09-12 00:00:00,13.5,26.95,95.76,20.66,10.6
2024-09-12 01:00:00,10.6,26.86,95.32,30.16,15.1
2024-09-12 02:00:00,15.1,26.65,95.62,31.95,14.8
2024-09-12 03:00:00,14.8,26.37,96.24,30.31,13.8
2024-09-12 06:00:00,13.8,25.84,95.56,53.43,13.1
2024-09-12 07:00:00,13.1,26.17,93.58,47.69,14.6
2024-09-12 08:00:00,14.6,26.58,91.39,66.6,11.1
2024-09-12 09:00:00,11.1,27.18,89.3,41.3,10.3
2024-09-12 10:00:00,10.3,27.97,86.81,29.71,8.62
2024-09-12 12:00:00,8.62,29.3,81.17,19.11,10.1
2024-09-12 14:00:00,10.1,29.28,80.65,14.59,7.88
2024-09-12 15:00:00,7.88,29.07,81.43,14.06,11.7
2024-09-12 16:00:00,11.7,28.46,84.51,12.44,13.0
2024-09-12 17:00:00,13.0,27.45,91.02,8.01,12.5
2024-09-12 19:00:00,12.5,26.05,96.36,13.31,16.2
2024-09-12 20:00:00,16.2,25.82,96.85,50.86,10.5
2024-09-12 22:00:00,10.5,25.48,97.06,77.25,16.2
2024-09-13 05:00:00,16.2,24.11,97.07,2.44,17.7
2024-09-13 14:00:00,17.7,31.44,72.01,46.95,16.2
2024-09-13 15:00:00,16.2,31.08,74.57,37.95,12.5
2024-09-13 16:00:00,12.5,30.46,75.86,27.14,13.8
2024-09-13 17:00:00,13.8,29.4,84.04,19.22,17.5
2024-09-13 18:00:00,17.5,28.53,83.34,8.21,16.0
2024-09-13 19:00:00,16.0,27.97,84.92,8.74,17.5
2024-09-13 20:00:00,17.5,27.21,89.08,9.16,19.3
2024-09-13 21:00:00,19.3,26.49,92.31,14.97,19.3
2024-09-13 22:00:00,19.3,25.96,94.27,34.52,18.1
2024-09-13 23:00:00,18.1,25.55,94.58,50.32,29.1
2024-09-14 00:00:00,29.1,25.12,94.05,73.25,19.5
2024-09-14 02:00:00,19.5,24.24,94.63,62.48,16.5
2024-09-14 05:00:00,16.5,23.38,96.83,11.63,15.1
2024-09-14 06:00:00,15.1,23.85,95.27,20.31,14.8
2024-09-14 10:00:00,14.8,29.57,74.79,11.83,14.6
2024-09-14 11:00:00,14.6,30.4,71.61,13.06,15.4
2024-09-14 12:00:00,15.4,30.86,69.41,12.61,17.6
2024-09-14 13:00:00,17.6,30.96,68.1,15.22,18.7
2024-09-14 14:00:00,18.7,30.82,67.81,11.91,17.8
2024-09-14 15:00:00,17.8,30.62,69.19,10.17,19.1
2024-09-14 16:00:00,19.1,30.07,71.86,7.7,21.4
2024-09-14 17:00:00,21.4,28.85,79.13,4.72,25.2
2024-09-14 18:00:00,25.2,28.26,76.13,3.53,18.3
2024-09-14 20:00:00,18.3,27.63,74.88,0.79,17.0
2024-09-14 22:00:00,17.0,25.4,87.83,2.05,18.9
2024-09-14 23:00:00,18.9,24.74,90.87,2.5,19.1
2024-09-15 00:00:00,19.1,24.28,92.37,3.42,23.8
2024-09-15 01:00:00,23.8,23.93,93.59,4.39,17.2
2024-09-15 02:00:00,17.2,23.66,94.4,3.64,15.3
2024-09-15 03:00:00,15.3,23.38,95.39,2.69,14.3
2024-09-15 04:00:00,14.3,23.1,96.43,1.09,14.3
2024-09-15 05:00:00,14.3,22.89,96.81,0.96,15.1
2024-09-15 06:00:00,15.1,23.4,95.04,0.41,14.6
2024-09-15 07:00:00,14.6,24.7,91.25,0.05,14.5
2024-09-15 08:00:00,14.5,26.8,82.18,0.69,15.0
2024-09-15 11:00:00,15.0,30.92,65.02,1.51,15.2
2024-09-15 12:00:00,15.2,31.44,63.22,2.0,17.2
2024-09-15 13:00:00,17.2,31.63,62.37,1.04,17.7
2024-09-15 14:00:00,17.7,31.54,62.78,0.77,18.4
2024-09-15 15:00:00,18.4,31.19,63.67,0.98,18.4
2024-09-15 16:00:00,18.4,30.37,67.6,0.77,18.0
2024-09-15 17:00:00,18.0,28.59,80.74,0.06,18.2
2024-09-15 18:00:00,18.2,27.92,77.22,0.0,17.2
2024-09-15 19:00:00,17.2,28.07,72.67,0.0,17.0
2024-09-15 20:00:00,17.0,27.36,75.75,0.0,16.1
2024-09-15 21:00:00,16.1,26.11,83.01,0.0,19.1
2024-09-15 22:00:00,19.1,25.19,87.09,0.0,15.7
2024-09-16 01:00:00,15.7,23.65,90.49,0.0,15.1
2024-09-16 02:00:00,15.1,23.23,91.22,0.0,13.9
2024-09-16 03:00:00,13.9,22.91,91.67,0.0,14.1
2024-09-16 04:00:00,14.1,22.6,92.36,0.0,14.2
2024-09-16 05:00:00,14.2,22.35,93.08,0.0,15.2
2024-09-16 08:00:00,15.2,26.5,79.84,0.0,16.2
2024-09-16 09:00:00,16.2,28.67,70.98,0.0,15.2
2024-09-16 10:00:00,15.2,30.21,64.71,0.0,14.6
2024-09-16 11:00:00,14.6,31.04,61.39,0.0,15.5
2024-09-16 12:00:00,15.5,31.39,59.85,0.0,17.8
2024-09-16 13:00:00,17.8,31.42,59.55,0.0,22.3
2024-09-16 14:00:00,22.3,31.47,58.54,0.0,17.2
2024-09-16 17:00:00,17.2,28.07,77.67,0.0,18.1
2024-09-16 18:00:00,18.1,26.67,78.51,0.0,19.0
2024-09-16 19:00:00,19.0,26.66,74.36,0.0,19.9
2024-09-16 20:00:00,19.9,26.53,71.72,0.0,19.9
2024-09-16 21:00:00,19.9,26.2,71.06,0.0,17.5
2024-09-16 22:00:00,17.5,25.75,71.72,0.0,16.0
2024-09-16 23:00:00,16.0,25.21,73.24,0.0,16.1
2024-09-17 02:00:00,16.1,23.57,80.09,0.0,14.4
2024-09-17 03:00:00,14.4,23.04,84.94,0.0,14.2
2024-09-17 04:00:00,14.2,22.71,87.12,0.0,14.0
2024-09-17 05:00:00,14.0,22.43,88.02,0.0,15.2
2024-09-17 06:00:00,15.2,23.59,86.66,0.0,19.5
2024-09-17 08:00:00,19.5,26.85,73.83,0.69,19.2
2024-09-17 09:00:00,19.2,29.47,65.35,1.43,19.1
2024-09-17 10:00:00,19.1,31.0,60.07,2.32,19.2
2024-09-17 12:00:00,19.2,31.9,57.11,3.46,19.9
2024-09-17 13:00:00,19.9,31.83,57.69,2.6,18.5
2024-09-17 14:00:00,18.5,31.56,59.97,1.54,18.4
2024-09-17 15:00:00,18.4,31.45,61.73,0.71,18.8
2024-09-17 16:00:00,18.8,30.75,63.48,0.33,18.8
2024-09-17 17:00:00,18.8,29.33,75.9,0.15,19.4
2024-09-17 18:00:00,19.4,28.62,76.01,0.09,19.3
2024-09-17 19:00:00,19.3,27.86,79.83,0.09,19.6
2024-09-17 20:00:00,19.6,26.87,85.14,0.08,19.9
2024-09-17 21:00:00,19.9,26.16,87.73,0.05,22.9
2024-09-17 22:00:00,22.9,25.68,89.17,0.05,29.5
2024-09-18 00:00:00,29.5,25.09,90.31,0.09,25.0
2024-09-18 02:00:00,25.0,25.21,85.63,0.49,20.1
2024-09-18 03:00:00,20.1,25.38,83.99,0.79,24.1
2024-09-18 04:00:00,24.1,25.33,84.94,0.7,17.8
2024-09-18 05:00:00,17.8,25.21,84.31,0.65,14.7
2024-09-18 06:00:00,14.7,25.58,87.25,0.52,8.93
2024-09-18 07:00:00,8.93,26.72,83.58,1.36,8.88
2024-09-18 08:00:00,8.88,28.33,79.82,18.17,11.0
2024-09-18 10:00:00,11.0,31.04,65.46,18.13,10.4
2024-09-18 12:00:00,10.4,30.86,65.87,70.16,14.1
2024-09-18 13:00:00,14.1,30.11,70.29,152.72,16.3
2024-09-18 14:00:00,16.3,28.7,77.41,140.82,16.2
2024-09-18 16:00:00,16.2,26.42,89.46,24.11,15.8
2024-09-18 18:00:00,15.8,25.13,96.31,3.15,13.5
2024-09-18 20:00:00,13.5,24.63,97.32,0.24,11.2
2024-09-18 21:00:00,11.2,24.4,97.62,0.12,13.2
2024-09-18 22:00:00,13.2,24.21,97.56,0.19,14.6
2024-09-18 23:00:00,14.6,24.1,97.05,0.69,14.6
2024-09-19 00:00:00,14.6,23.93,96.52,2.67,17.3
2024-09-19 01:00:00,17.3,23.73,96.14,4.67,17.7
2024-09-19 02:00:00,17.7,23.61,95.96,3.92,17.5
2024-09-19 03:00:00,17.5,23.58,96.14,3.09,19.1
2024-09-19 04:00:00,19.1,23.64,96.35,2.59,18.8
2024-09-19 05:00:00,18.8,23.7,96.78,2.66,15.7
2024-09-19 06:00:00,15.7,24.35,95.51,2.16,14.9
2024-09-19 07:00:00,14.9,25.73,91.57,1.13,14.8
2024-09-19 08:00:00,14.8,27.26,85.47,0.48,15.5
2024-09-19 09:00:00,15.5,28.35,80.42,0.52,14.4
2024-09-19 10:00:00,14.4,29.2,77.36,0.79,16.2
2024-09-19 11:00:00,16.2,30.02,74.22,1.13,16.1
2024-09-19 12:00:00,16.1,30.56,71.87,1.4,16.6
2024-09-19 13:00:00,16.6,30.73,71.5,1.75,16.0
2024-09-19 14:00:00,16.0,30.48,73.25,1.63,16.5
2024-09-19 15:00:00,16.5,30.16,75.52,1.22,16.1
2024-09-19 16:00:00,16.1,29.44,79.65,0.82,15.8
2024-09-19 17:00:00,15.8,28.17,87.35,0.51,16.4
2024-09-19 18:00:00,16.4,26.93,92.32,0.31,16.4
2024-09-19 19:00:00,16.4,26.58,92.4,0.21,16.5
2024-09-19 20:00:00,16.5,26.34,91.74,0.14,16.6
2024-09-19 21:00:00,16.6,26.14,91.15,0.11,28.5
2024-09-20 00:00:00,28.5,25.44,91.76,0.11,25.8
2024-09-20 01:00:00,25.8,25.11,93.06,0.42,17.9
2024-09-20 02:00:00,17.9,24.8,94.52,0.35,14.0
2024-09-20 03:00:00,14.0,24.52,95.78,0.39,11.8
2024-09-20 07:00:00,11.8,26.8,88.02,1.06,11.4
2024-09-20 08:00:00,11.4,28.51,80.69,0.0,13.3
2024-09-20 10:00:00,13.3,30.44,72.56,0.0,13.4
2024-09-20 12:00:00,13.4,31.83,67.96,0.0,15.9
2024-09-20 13:00:00,15.9,32.18,66.29,0.0,16.8
2024-09-20 14:00:00,16.8,32.08,66.19,0.0,17.9
2024-09-20 17:00:00,17.9,29.62,79.62,0.0,17.7
2024-09-20 18:00:00,17.7,28.2,86.73,0.0,18.3
2024-09-20 19:00:00,18.3,27.67,86.79,0.0,18.0
2024-09-20 20:00:00,18.0,27.21,87.38,0.0,16.6
2024-09-20 22:00:00,16.6,26.22,90.29,0.0,16.3
2024-09-20 23:00:00,16.3,25.76,91.93,0.0,26.5
2024-09-21 01:00:00,26.5,25.01,94.52,0.0,29.6
2024-09-21 02:00:00,29.6,24.73,95.6,0.0,16.6
2024-09-21 03:00:00,16.6,24.54,96.52,0.0,14.1
2024-09-21 04:00:00,14.1,24.45,96.89,0.0,16.2
2024-09-21 06:00:00,16.2,25.48,94.64,0.0,15.4
2024-09-21 07:00:00,15.4,27.36,85.38,0.0,15.4
2024-09-21 08:00:00,15.4,29.22,76.38,0.0,16.2
2024-09-21 10:00:00,16.2,30.67,72.51,0.0,16.0
2024-09-21 11:00:00,16.0,31.19,71.05,0.0,16.3
2024-09-21 12:00:00,16.3,31.57,70.06,0.0,17.9
2024-09-21 13:00:00,17.9,31.84,69.06,0.0,17.0
2024-09-21 14:00:00,17.0,31.95,68.12,0.0,17.4
2024-09-21 15:00:00,17.4,32.03,67.31,0.0,17.9
2024-09-21 16:00:00,17.9,31.66,71.0,0.0,18.1
2024-09-21 17:00:00,18.1,30.75,72.74,0.0,18.8
2024-09-21 18:00:00,18.8,30.03,76.52,0.0,20.4
2024-09-21 19:00:00,20.4,29.55,75.53,0.0,23.5
2024-09-21 20:00:00,23.5,29.12,76.97,0.0,25.3
2024-09-21 21:00:00,25.3,28.77,77.23,0.0,25.7
2024-09-21 22:00:00,25.7,28.54,76.87,0.0,30.9
2024-09-22 00:00:00,30.9,27.86,78.54,0.0,35.7
2024-09-22 01:00:00,35.7,27.51,79.81,0.0,36.4
2024-09-22 02:00:00,36.4,27.17,81.1,0.0,21.1
2024-09-22 04:00:00,21.1,26.32,85.2,0.0,21.1
2024-09-22 05:00:00,21.1,25.97,86.61,0.0,20.8
2024-09-22 06:00:00,20.8,26.45,88.15,0.0,21.4
2024-09-22 07:00:00,21.4,27.56,83.6,0.0,21.4
2024-09-22 08:00:00,21.4,29.94,74.92,0.0,20.8
2024-09-22 09:00:00,20.8,31.9,67.13,0.0,20.6
2024-09-22 10:00:00,20.6,32.76,64.97,0.0,20.5
2024-09-22 11:00:00,20.5,33.25,63.98,0.0,21.1
2024-09-22 12:00:00,21.1,33.58,63.39,0.0,24.8
2024-09-22 13:00:00,24.8,33.61,63.49,0.0,30.1
2024-09-22 14:00:00,30.1,33.34,64.67,0.0,31.5
2024-09-22 16:00:00,31.5,32.37,68.0,0.0,30.1
2024-09-22 17:00:00,30.1,30.8,78.66,0.0,31.9
2024-09-22 18:00:00,31.9,29.45,84.22,0.0,30.1
2024-09-22 19:00:00,30.1,28.94,83.81,0.0,36.6
2024-09-22 21:00:00,36.6,28.32,81.43,0.0,36.9
2024-09-22 22:00:00,36.9,28.05,81.08,0.0,39.4
2024-09-22 23:00:00,39.4,27.69,81.83,0.0,44.5
2024-09-23 00:00:00,44.5,27.26,83.34,0.0,50.1
2024-09-23 01:00:00,50.1,26.84,85.0,0.0,50.2
2024-09-23 02:00:00,50.2,26.54,86.07,0.0,30.0
2024-09-23 04:00:00,30.0,26.22,86.71,0.0,23.4
2024-09-23 06:00:00,23.4,26.61,88.27,0.0,22.7
2024-09-23 07:00:00,22.7,27.74,83.88,0.0,22.4
2024-09-23 08:00:00,22.4,29.41,79.96,0.0,22.9
2024-09-23 11:00:00,22.9,33.49,64.01,0.0,23.3
2024-09-23 12:00:00,23.3,33.8,63.22,0.0,26.5
2024-09-23 13:00:00,26.5,33.82,63.22,0.0,34.6
2024-09-23 18:00:00,34.6,29.99,83.73,0.0,37.0
2024-09-23 19:00:00,37.0,29.64,83.55,0.0,37.9
2024-09-23 20:00:00,37.9,29.5,82.06,0.0,37.5
2024-09-23 23:00:00,37.5,28.95,79.24,0.0,48.4
2024-09-24 00:00:00,48.4,28.25,82.72,0.0,52.2
2024-09-24 01:00:00,52.2,27.7,85.45,0.0,53.3
2024-09-24 02:00:00,53.3,27.17,87.62,0.0,51.9
2024-09-24 03:00:00,51.9,26.78,89.04,0.0,27.2
2024-09-24 05:00:00,27.2,26.4,89.57,0.0,25.5
2024-09-24 06:00:00,25.5,27.01,90.26,0.0,22.9
2024-09-24 10:00:00,22.9,33.2,62.9,0.04,22.2
2024-09-24 11:00:00,22.2,33.75,61.03,0.07,23.9
2024-09-24 12:00:00,23.9,34.24,59.49,0.08,34.4
2024-09-24 13:00:00,34.4,34.5,58.53,0.1,30.7
2024-09-24 14:00:00,30.7,34.62,58.35,0.15,31.2
2024-09-24 15:00:00,31.2,34.4,59.77,0.26,31.5
2024-09-24 16:00:00,31.5,34.19,60.36,0.4,30.5
2024-09-24 18:00:00,30.5,32.42,66.88,0.32,32.4
2024-09-24 19:00:00,32.4,32.01,66.8,0.41,32.9
2024-09-24 20:00:00,32.9,31.09,70.27,0.28,37.3
2024-09-24 23:00:00,37.3,28.38,82.85,0.17,43.8
2024-09-25 00:00:00,43.8,27.72,85.55,0.11,51.1
2024-09-25 01:00:00,51.1,27.23,87.18,0.17,44.8
2024-09-25 02:00:00,44.8,26.77,88.97,0.13,25.4
2024-09-25 06:00:00,25.4,26.27,92.39,0.44,23.0
2024-09-25 07:00:00,23.0,27.32,88.55,0.52,24.6
2024-09-25 08:00:00,24.6,28.67,85.69,0.94,20.6
2024-09-25 10:00:00,20.6,31.49,74.24,0.44,18.4
2024-09-25 11:00:00,18.4,32.03,72.37,0.21,16.7
2024-09-25 12:00:00,16.7,32.41,71.25,0.19,16.8
2024-09-25 13:00:00,16.8,32.52,70.75,0.19,16.4
2024-09-25 14:00:00,16.4,32.71,69.95,0.21,18.5
2024-09-25 16:00:00,18.5,31.53,73.91,0.11,17.6
